customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5889-NFNXR,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,104.36,2979.46,No
9846-PGZXF,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,1204.58,No
6753-DBEGC,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,89.53,6389.55,No
9478-VBPDQ,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.43,6615.74,No
5404-MRCMW,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.98,845.51,No
2174-RUJHH,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.51,1017.21,No
5941-AMZNI,Male,0,No,No,34,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),50.97,1627.71,No
1810-YBZFA,Male,0,No,No,44,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),90.77,3921.4,No
4472-SYCAB,Female,1,No,No,42,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),34.35,1468.18,No
3770-UVAAV,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),58.37,2070.92,No
6791-NWLPB,Male,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,55.14,1630.06,No
3974-JZKIQ,Female,1,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.76,1488.65,No
0023-SFYTU,Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,1053.27,No
1183-GWXVG,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,469.77,Yes
0326-LJQMS,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,316.95,No
7748-NEWFW,Female,1,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.7,1223.6,No
8897-BUZDC,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,892.55,No
5951-PNUKQ,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.44,267.15,No
5345-VZHPJ,Female,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.82,774.46,No
0954-DIAOO,Female,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.05,1368.42,No
1678-UAZAI,Female,0,No,No,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,4806.52,No
9243-BDOFU,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,74.39,1263.41,No
1064-JMYID,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,79.59,4651.3,No
6331-CENMJ,Male,0,No,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.74,1615.93,No
2649-PWARX,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,105.11,3047.92,No
3042-KUPEM,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,64.07,4573.18,No
1368-ZKOMP,Female,1,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,72.33,3156.29,No
0986-UGJBB,Male,0,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.4,35.32,No
2012-KHSXM,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.01,3359.48,No
9401-MBAYD,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),60.18,350.62,No
6811-ZTLND,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.8,1602.17,No
8637-OYWKX,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,45.92,542.98,No
3650-MNWSU,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.28,1924.55,No
5760-VCJOQ,Male,0,No,No,58,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.15,2308.93,No
4609-IUIVA,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.84, ,No
1671-INJGV,Male,0,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.38,776.44,No
1132-KFZMA,Female,1,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,80.45,1918.3,No
4966-QNLPB,Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,58.86,1935.94,No
7346-IMLPK,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.21,323.87,No
0352-REZGI,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.97,1084.61,No
3474-ZSDAG,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,65.12,2359.16,No
4728-VOGNZ,Male,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,60.05,100.32,Yes
6588-HTILK,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1004.98,No
0007-IIIGN,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.81,6947.44,Yes
1366-TEWMC,Female,0,Yes,No,49,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.37,2937.44,Yes
0598-PTKZH,Male,1,Yes,No,46,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),59.55,2714.41,Yes
1954-FNIYF,Female,0,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,876.66,No
2725-BYVEZ,Male,0,No,Yes,68,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,45.38,3054.56,No
7782-GVSGG,Female,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.06,356.68,No
4492-GOZJQ,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,70.68,2801.53,No
1369-CDBPW,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),95.86,590.64,No
9223-ROFAZ,Female,0,No,No,63,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),18.25,1177.27,No
8584-AQMAB,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.23,3023.1,Yes
8713-NGDQT,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),104.04,7545.97,No
8364-HXIIQ,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.4,4515.45,No
1897-HHJHZ,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),71.78,407.37,No
7716-QRGRG,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.54,3396.44,No
1784-YQOUW,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),54.63,542.45,No
9984-DQNSC,Male,1,No,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.45,3305.65,Yes
7399-OTVPY,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.27,6385.21,No
5339-JHSDR,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,88.51,714.34,No
5246-SEROL,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.14,262.51,Yes
6639-VXWKY,Female,0,Yes,No,71,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.83,5026.39,Yes
5116-KFHDI,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.05,5606.8,No
1446-JEBER,Male,0,No,No,48,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.5,2701.65,No
4733-JVTEN,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.15,1093.08,Yes
9802-CIDVJ,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.19,1273.69,No
8314-MXDEF,Female,0,No,No,49,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,57.67,2816.01,No
7038-VODYL,Male,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.69,1632.99,No
7544-FBAWW,Female,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,104.45,673.27,Yes
9578-AWBAX,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.44,1093.49,No
0195-XYNMJ,Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.17,853.84,No
8712-UVCNM,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.25,4683.79,No
6343-XXGZL,Male,0,Yes,No,47,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),52.98,2389.22,No
7724-DUUTJ,Male,0,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,132.06,No
4858-GZHNC,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),107.05,1387.04,Yes
2361-QZNJT,Female,1,No,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.57,2622.07,Yes
3676-TFKJW,Female,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.68,519.95,No
8119-WKSTB,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,97.01,2218.94,No
7527-ZHVDV,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.82,1533.83,No
1660-RMWJO,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.02,45.54,Yes
0718-RHMDM,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.9,1108.42,No
8003-JEQGO,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),26.64,2024.9,No
1958-BSDVN,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.67,127.78,Yes
2279-VRGYE,Male,1,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,73.69,4697.45,No
2231-UHBWC,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),82.05,4123.33,No
4706-GWFMG,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.61,24.26,No
5618-QUDSG,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,55.43,2724.44,No
7387-PXYJG,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.45,653.15,No
3949-YDCAP,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.68,308.98,Yes
0028-XOSWU,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,59.02,2149.66,Yes
4735-VYPUD,Male,0,No,Yes,36,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,57.1,1992.95,No
4226-RYEEK,Female,0,No,No,64,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.51,5604.61,No
6932-KDOGE,Male,0,No,Yes,32,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),38.55,1186.78,No
4849-XIJPT,Male,1,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),72.79,1249.61,No
0435-MKBZK,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.47,3876.93,No
4690-XVLBG,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,57.38,3243.54,No
1601-EBQCN,Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.61,3907.35,No
1515-YZOTA,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,59.7,3148.7,Yes
9339-UPRPX,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,51.64,3497.04,No
8529-ZDIVX,Male,1,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.64,5125.79,No
8182-VDGCH,Male,1,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.8,5735.75,No
7211-LCGWC,Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.87,4737.7,No
3854-JNUIE,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.94,2990.95,Yes
9259-NTJEO,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.87,3749.76,Yes
2093-RGUIS,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,77.46,3051.51,No
3281-QIUEF,Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66.64,1246.72,No
9797-HQKJT,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.04,577.97,Yes
0596-YLLFB,Male,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.71,1673.65,No
8199-LZGAB,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.57,284.64,No
0787-KXYDQ,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.16,4190.95,No
9009-JFGWC,Female,1,Yes,No,64,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.79,3046.57,No
0201-IYZLD,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.68,5645.75,Yes
7227-EMXTU,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,70.88,2447.4,Yes
3342-VPVHF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.38,525.86,Yes
1386-PFDAG,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.53,952.33,No
0010-GSIGU,Male,0,No,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),97.55,2323.34,No
4745-UKMEI,Female,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,81.0,3288.15,No
4043-KZKSG,Male,1,Yes,No,50,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,63.64,3146.33,No
4834-PGIOR,Male,0,No,No,58,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,59.19,3356.01,No
3235-TSGKO,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.61,18.8,No
5301-ZRHOH,Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,62.19,2704.57,No
2163-PCZFY,Female,0,No,Yes,39,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.84,2192.37,No
0954-GZMII,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),84.36,854.86,No
3715-VWNEC,Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),63.89,138.6,Yes
0877-WYEGK,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.26,5598.66,Yes
9272-OUIXD,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.73,1234.47,Yes
8700-RNBYI,Female,0,No,No,37,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,41.23,1627.46,No
4073-HBCVV,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,53.81,803.88,No
7539-ICKQZ,Male,1,No,Yes,27,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.31,1206.44,No
0704-SSFBY,Female,1,No,Yes,63,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.41,4984.19,No
0107-NWPZP,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,58.03,3696.51,No
2166-AOJJF,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.84,857.23,No
7052-IZNVD,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,88.26,716.97,Yes
2038-LWLDG,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,135.79,No
8039-BUCUI,Male,1,Yes,Yes,70,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),71.43,4917.62,No
4835-LVRCG,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.69,1708.35,No
6940-TTSSO,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,77.52,1177.24,Yes
2042-USFJA,Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),69.8,4130.17,No
7493-GJOXS,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,77.89,3739.95,Yes
8158-PVYIB,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,57.8,3498.05,No
8519-WFOFF,Female,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.02,4218.14,No
0001-HKEAQ,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.57,5704.78,Yes
2478-IBEXH,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.57,1518.35,No
6050-PUSDF,Male,0,No,Yes,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.68,3489.87,No
8629-MBOKJ,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.21,1365.47,No
1255-YQOFI,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,36.7,2090.46,No
2997-LQVMS,Female,0,No,No,39,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.37,2570.59,No
0233-WNZPY,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),110.33,1640.62,Yes
5961-IWRXK,Female,1,No,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),71.55,2007.6,Yes
6337-SHYNV,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.87,4179.98,No
7782-XFXZE,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),93.84,4983.88,Yes
6176-TCJOV,Female,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,56.23,963.09,No
6343-XMQAO,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.63,906.01,No
2997-YLHNS,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,36.97,1358.39,No
7769-EOUFO,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.52,574.92,No
1015-ICKGJ,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.74,5968.46,No
6780-MABGZ,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,749.48,No
8065-HBMFL,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,74.52,2265.15,Yes
6022-RGPTJ,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.04,1090.69,Yes
3114-VKEQE,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,84.19,1576.04,No
3869-QBJZC,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,105.83,4071.87,No
1039-UUDYM,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.35,2997.7,No
6829-MUNMW,Female,0,No,Yes,45,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),81.21,3724.54,No
0026-ZZJGY,Male,0,Yes,No,32,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.35,2438.48,Yes
4357-NAPXJ,Male,1,Yes,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,98.81,6525.31,Yes
4183-BXSQC,Male,0,Yes,Yes,63,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,54.69,3482.37,No
4320-YJSWK,Male,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.81,1094.76,No
4395-POKQL,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.14,3420.76,Yes
7957-AQYYK,Male,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.97,1581.74,Yes
2917-YHZSW,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.22,6460.08,No
2794-PDHHR,Male,0,Yes,Yes,29,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,34.81,1102.98,No
